DEBUG: 2210
1455
2210
progress: 0.0 %
         1703465 function calls (1701543 primitive calls) in 22.640 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:31(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:34(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:38(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 simple_paths.py:6(<module>)
        1    0.000    0.000    0.000    0.000 small.py:5(<module>)
        1    0.000    0.000    0.000    0.000 smetric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 social.py:3(<module>)
        1    0.000    0.000    0.001    0.001 sparsegraph6.py:16(<module>)
        1    0.000    0.000    0.000    0.000 spectral.py:4(<module>)
        1    0.000    0.000    0.000    0.000 spectrum.py:3(<module>)
      209    0.001    0.000    0.009    0.000 sre_compile.py:179(_compile_charset)
      209    0.006    0.000    0.008    0.000 sre_compile.py:208(_optimize_charset)
     1116    0.000    0.000    0.000    0.000 sre_compile.py:25(_identityfunction)
       53    0.002    0.000    0.002    0.000 sre_compile.py:259(_mk_bitmap)
   592/60    0.005    0.000    0.017    0.000 sre_compile.py:33(_compile)
      250    0.000    0.000    0.001    0.000 sre_compile.py:355(_simple)
       60    0.001    0.000    0.004    0.000 sre_compile.py:362(_compile_info)
      120    0.000    0.000    0.000    0.000 sre_compile.py:475(isstring)
       60    0.000    0.000    0.021    0.000 sre_compile.py:481(_code)
       60    0.000    0.000    0.048    0.001 sre_compile.py:496(compile)
       31    0.000    0.000    0.000    0.000 sre_compile.py:52(fixup)
     1160    0.000    0.000    0.001    0.000 sre_parse.py:127(__len__)
     2471    0.002    0.000    0.003    0.000 sre_parse.py:131(__getitem__)
      250    0.000    0.000    0.000    0.000 sre_parse.py:135(__setitem__)
      929    0.001    0.000    0.001    0.000 sre_parse.py:139(append)
  827/311    0.003    0.000    0.003    0.000 sre_parse.py:141(getwidth)
       60    0.000    0.000    0.000    0.000 sre_parse.py:179(__init__)
     4906    0.006    0.000    0.007    0.000 sre_parse.py:183(__next)
     2118    0.001    0.000    0.002    0.000 sre_parse.py:196(match)
     4318    0.003    0.000    0.009    0.000 sre_parse.py:202(get)
      169    0.000    0.000    0.000    0.000 sre_parse.py:211(isident)
        2    0.000    0.000    0.000    0.000 sre_parse.py:214(isdigit)
       31    0.000    0.000    0.000    0.000 sre_parse.py:217(isname)
       79    0.000    0.000    0.000    0.000 sre_parse.py:226(_class_escape)
      166    0.000    0.000    0.000    0.000 sre_parse.py:258(_escape)
   201/60    0.001    0.000    0.025    0.000 sre_parse.py:302(_parse_sub)
   295/67    0.009    0.000    0.025    0.000 sre_parse.py:380(_parse)
       60    0.000    0.000    0.026    0.000 sre_parse.py:674(parse)
       60    0.000    0.000    0.000    0.000 sre_parse.py:68(__init__)
       86    0.000    0.000    0.000    0.000 sre_parse.py:73(opengroup)
       86    0.000    0.000    0.000    0.000 sre_parse.py:84(closegroup)
      592    0.000    0.000    0.000    0.000 sre_parse.py:91(__init__)
        1    0.000    0.000    0.000    0.000 stochastic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:12(DummyArray)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 string.py:131(__init__)
        6    0.000    0.000    0.004    0.001 string.py:148(substitute)
      642    0.001    0.000    0.001    0.000 string.py:158(convert)
       54    0.000    0.000    0.000    0.000 string.py:308(join)
        1    0.000    0.000    0.000    0.000 strongly_connected.py:4(<module>)
        1    0.001    0.001    0.002    0.002 subprocess.py:389(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:402(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:649(Popen)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:299(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        1    0.000    0.000    0.000    0.000 swap.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:108(_RandomNameSequence)
        1    0.000    0.000    0.002    0.002 tempfile.py:18(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:368(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:497(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 test.py:2(<module>)
        1    0.001    0.001    0.008    0.008 test.py:3(<module>)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1058(_Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1088(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1090(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1097(_set_daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1128(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:124(_RLock)
        2    0.000    0.000    0.000    0.000 threading.py:241(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:254(_Condition)
        2    0.000    0.000    0.000    0.000 threading.py:259(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:299(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:372(notify)
        1    0.000    0.000    0.000    0.000 threading.py:399(notifyAll)
        1    0.000    0.000    0.000    0.000 threading.py:422(_Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:516(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:541(Event)
        1    0.000    0.000    0.000    0.000 threading.py:551(_Event)
        1    0.000    0.000    0.000    0.000 threading.py:56(_Verbose)
        1    0.000    0.000    0.000    0.000 threading.py:560(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:575(set)
        4    0.000    0.000    0.000    0.000 threading.py:58(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:63(_note)
        1    0.000    0.000    0.000    0.000 threading.py:640(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:656(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:789(_set_ident)
        1    0.000    0.000    0.000    0.000 threshold.py:3(<module>)
        1    0.000    0.000    0.000    0.000 token.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:145(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:147(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:178(Untokenizer)
        1    0.001    0.001    0.018    0.018 tokenize.py:23(<module>)
       19    0.000    0.000    0.000    0.000 tokenize.py:44(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:46(maybe)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.399    0.399 type_check.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:4(<module>)
        1    0.000    0.000    0.000    0.000 unary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 union_find.py:12(UnionFind)
        1    0.000    0.000    0.000    0.000 union_find.py:3(<module>)
        1    0.000    0.000    0.000    0.000 unweighted.py:4(<module>)
        1    0.000    0.000    0.002    0.002 util.py:1(<module>)
        2    0.000    0.000    0.021    0.010 util.py:214(_findSoname_ldconfig)
        2    0.000    0.000    0.021    0.010 util.py:252(find_library)
        1    0.000    0.000    0.002    0.002 util.py:4(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:108(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:113(__call__)
        1    0.000    0.000    0.000    0.000 utils.py:1364(WarningMessage)
        1    0.000    0.000    0.000    0.000 utils.py:1394(WarningManager)
        1    0.000    0.000    0.000    0.000 utils.py:1416(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:1424(__enter__)
        1    0.000    0.000    0.000    0.000 utils.py:1440(__exit__)
        2    0.000    0.000    0.000    0.000 utils.py:157(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:3(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:93(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:97(_Deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:988(SafeEval)
        4    0.000    0.000    0.000    0.000 uuid.py:101(__init__)
        1    0.002    0.002    0.026    0.026 uuid.py:45(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:53(UUID)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        2    0.000    0.000    0.000    0.000 version.py:6(<module>)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:125(DiGraphMatcher)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:191(MultiGraphMatcher)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:195(MultiDiGraphMatcher)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:32(<module>)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:78(GraphMatcher)
        1    0.000    0.000    0.000    0.000 vitality.py:3(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:14(warnpy3k)
        4    0.000    0.000    0.001    0.000 warnings.py:45(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:74(simplefilter)
        1    0.000    0.000    0.000    0.000 weakly_connected.py:4(<module>)
        1    0.000    0.000    0.000    0.000 weakref.py:243(__init__)
        1    0.000    0.000    0.000    0.000 weighted.py:4(<module>)
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        3    0.000    0.000    0.000    0.000 {_ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
       50    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {_elementtree.Element}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
        1    0.017    0.017    0.017    0.017 {_heapq.nlargest}
       60    0.000    0.000    0.000    0.000 {_sre.compile}
      138    0.000    0.000    0.000    0.000 {_sre.getlower}
       20    0.000    0.000    0.000    0.000 {_struct.calcsize}
        3    0.000    0.000    0.000    0.000 {abs}
       45    0.000    0.000    0.000    0.000 {all}
        1    0.000    0.000    0.000    0.000 {binascii.hexlify}
      341    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x84a640}
        1    0.000    0.000    0.000    0.000 {built-in method now}
      259    0.000    0.000    0.000    0.000 {chr}
      108    0.006    0.000    0.006    0.000 {compile}
        2    0.000    0.000    0.000    0.000 {dir}
        1    0.002    0.002    0.005    0.005 {filter}
        1    0.000    0.000    0.000    0.000 {function seed at 0x2b20de8}
     1862    0.001    0.000    0.001    0.000 {getattr}
       74    0.000    0.000    0.000    0.000 {globals}
      329    0.000    0.000    0.001    0.000 {hasattr}
       65    0.000    0.000    0.000    0.000 {id}
     4565    0.001    0.000    0.002    0.000 {isinstance}
    79/57    0.000    0.000    0.000    0.000 {issubclass}
        1    0.000    0.000    0.000    0.000 {itertools.tee}
        2    0.000    0.000    0.000    0.000 {iter}
114245/113940    0.018    0.000    0.018    0.000 {len}
       20    0.002    0.000    0.023    0.001 {map}
        1    0.000    0.000    0.000    0.000 {math.exp}
        2    0.000    0.000    0.000    0.000 {math.log}
    82775    0.033    0.000    0.033    0.000 {math.sqrt}
      175    0.000    0.000    0.000    0.000 {max}
       45    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       65    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
       19    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       17    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
      142    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
   101470    0.016    0.000    0.016    0.000 {method 'append' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of 'file' objects}
      162    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       12    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
      119    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      121    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'fileno' of 'file' objects}
        3    0.260    0.087    0.260    0.087 {method 'fill' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'finditer' of '_sre.SRE_Pattern' objects}
       80    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
   100889    0.020    0.000    0.020    0.000 {method 'get' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 {method 'get' of 'dictproxy' objects}
   201014    0.038    0.000    0.038    0.000 {method 'group' of '_sre.SRE_Match' objects}
       12    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        6    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      308    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       45    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       74    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
      405    0.001    0.000    0.001    0.000 {method 'join' of 'str' objects}
       23    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       13    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      248    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        2    0.011    0.006    0.011    0.006 {method 'read' of 'file' objects}
        1    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
       86    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       19    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       81    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       20    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       20    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        2    0.005    0.002    0.005    0.002 {method 'search' of '_sre.SRE_Pattern' objects}
       10    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      178    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      108    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
      243    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      530    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        6    0.004    0.001    0.004    0.001 {method 'sub' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 {method 'timetuple' of 'datetime.datetime' objects}
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
      112    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      194    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
     1307    0.000    0.000    0.000    0.000 {min}
       41    0.000    0.000    0.000    0.000 {numpy.core.multiarray.array}
       27    0.000    0.000    0.000    0.000 {numpy.core.multiarray.empty}
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.zeros}
        1    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
      268    0.000    0.000    0.000    0.000 {numpy.lib._compiled_base.add_docstring}
        2    0.000    0.000    0.000    0.000 {open}
   533536    0.049    0.000    0.049    0.000 {ord}
        2    0.000    0.000    0.000    0.000 {posix.getpid}
        2    0.002    0.001    0.002    0.001 {posix.popen}
        2    0.000    0.000    0.000    0.000 {posix.stat}
        1    0.000    0.000    0.000    0.000 {posix.sysconf}
        2    0.000    0.000    0.000    0.000 {posix.uname}
        1    0.000    0.000    0.000    0.000 {posix.urandom}
      230    0.000    0.000    0.000    0.000 {range}
       65    0.000    0.000    0.000    0.000 {repr}
      535    0.000    0.000    0.000    0.000 {setattr}
      137    0.000    0.000    0.000    0.000 {sys._getframe}
        4    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 {thread.get_ident}
        2    0.000    0.000    0.000    0.000 {time.asctime}
      105    0.000    0.000    0.000    0.000 {unichr}
      108    0.000    0.000    0.000    0.000 {vars}
     2212    0.001    0.000    0.001    0.000 {zip}


